record_id,employee_id,year,performance_score,projects_completed,training_hours,attendance_rate_percent,bonus_awarded
48001,9601,2021,3.75,9,52,97.57,No
48002,9601,2022,3.64,3,39,93.71,Yes
48003,9601,2023,3.46,6,56,92.12,No
48004,9601,2024,3.66,4,37,86.57,Yes
48005,9601,2025,3.52,4,44,98.37,Yes
48006,9602,2021,3.98,9,72,85.83,No
48007,9602,2022,4.08,2,64,86.41,Yes
48008,9602,2023,3.66,2,61,89.92,No
48009,9602,2024,4.28,3,52,95.57,No
48010,9602,2025,3.69,4,58,90.88,No
48011,9603,2021,2.84,9,59,94.74,Yes
48012,9603,2022,3.20,1,46,85.31,Yes
48013,9603,2023,2.93,8,51,99.13,No
48014,9603,2024,3.01,1,63,93.06,No
48015,9603,2025,2.81,10,52,98.91,No
48016,9604,2021,3.91,9,62,98.34,Yes
48017,9604,2022,4.09,4,76,99.04,No
48018,9604,2023,4.41,10,71,87.39,Yes
48019,9604,2024,4.41,1,61,95.53,Yes
48020,9604,2025,4.34,6,78,96.86,Yes
48021,9605,2021,2.49,8,41,97.74,Yes
48022,9605,2022,2.63,6,54,85.43,Yes
48023,9605,2023,2.85,3,48,90.75,No
48024,9605,2024,2.75,2,52,98.49,No
48025,9605,2025,2.74,7,62,96.57,No
48026,9606,2021,3.68,7,59,88.04,No
48027,9606,2022,4.22,2,77,94.54,Yes
48028,9606,2023,3.76,9,56,97.89,Yes
48029,9606,2024,3.74,2,60,98.52,No
48030,9606,2025,3.71,5,59,86.83,No
48031,9607,2021,3.44,2,20,90.33,No
48032,9607,2022,3.93,7,15,92.66,No
48033,9607,2023,3.39,8,42,95.43,No
48034,9607,2024,3.44,10,42,86.63,No
48035,9607,2025,3.95,8,38,92.00,No
48036,9608,2021,3.67,5,84,92.97,No
48037,9608,2022,4.10,10,57,90.38,Yes
48038,9608,2023,3.84,7,70,92.47,No
48039,9608,2024,3.74,9,59,93.64,Yes
48040,9608,2025,3.58,1,72,97.03,No
48041,9609,2021,3.82,4,40,99.48,No
48042,9609,2022,3.82,3,45,89.60,No
48043,9609,2023,4.09,10,37,87.63,Yes
48044,9609,2024,4.18,4,30,97.74,Yes
48045,9609,2025,4.08,2,33,86.04,Yes
48046,9610,2021,3.43,4,32,92.99,Yes
48047,9610,2022,3.14,9,60,94.52,Yes
48048,9610,2023,3.66,2,35,86.23,Yes
48049,9610,2024,3.41,10,35,90.49,No
48050,9610,2025,3.14,7,57,87.99,No
48051,9611,2021,3.11,10,91,85.10,Yes
48052,9611,2022,2.98,2,66,91.31,No
48053,9611,2023,3.16,2,83,95.32,Yes
48054,9611,2024,2.80,2,75,86.71,Yes
48055,9611,2025,2.99,2,82,97.13,No
48056,9612,2021,3.23,5,89,95.15,Yes
48057,9612,2022,3.17,7,92,95.41,Yes
48058,9612,2023,3.65,5,88,98.72,No
48059,9612,2024,3.60,2,92,95.03,Yes
48060,9612,2025,3.78,4,89,89.77,Yes
48061,9613,2021,4.34,4,13,97.69,No
48062,9613,2022,4.34,7,16,95.07,Yes
48063,9613,2023,4.21,9,19,94.42,Yes
48064,9613,2024,4.57,9,29,90.25,Yes
48065,9613,2025,4.37,6,17,92.82,Yes
48066,9614,2021,4.80,7,79,93.44,No
48067,9614,2022,4.77,9,77,92.68,Yes
48068,9614,2023,4.71,9,76,87.56,Yes
48069,9614,2024,4.09,2,94,99.47,Yes
48070,9614,2025,4.14,1,90,92.64,No
48071,9615,2021,2.72,9,75,99.30,Yes
48072,9615,2022,2.72,6,75,85.03,Yes
48073,9615,2023,2.95,4,73,88.05,No
48074,9615,2024,2.27,9,81,85.20,No
48075,9615,2025,2.41,7,64,88.06,No
48076,9616,2021,3.04,10,64,95.70,Yes
48077,9616,2022,2.56,5,55,94.91,Yes
48078,9616,2023,2.95,5,58,91.90,No
48079,9616,2024,2.70,8,71,98.33,No
48080,9616,2025,2.76,6,71,94.76,No
48081,9617,2021,4.17,2,46,97.75,Yes
48082,9617,2022,4.06,9,47,98.84,Yes
48083,9617,2023,4.07,5,59,97.72,Yes
48084,9617,2024,4.44,4,49,96.09,Yes
48085,9617,2025,4.04,8,34,96.91,Yes
48086,9618,2021,3.03,7,34,95.50,Yes
48087,9618,2022,3.20,8,58,91.71,No
48088,9618,2023,3.05,4,41,99.22,No
48089,9618,2024,3.34,7,40,97.04,No
48090,9618,2025,3.42,8,60,86.25,Yes
48091,9619,2021,4.62,4,47,98.74,Yes
48092,9619,2022,4.38,6,43,97.21,No
48093,9619,2023,4.04,9,39,85.26,Yes
48094,9619,2024,4.50,10,34,94.73,No
48095,9619,2025,4.48,3,51,86.20,No
48096,9620,2021,3.49,8,36,92.61,No
48097,9620,2022,3.62,1,33,87.89,Yes
48098,9620,2023,3.46,7,50,96.15,Yes
48099,9620,2024,2.87,5,44,93.40,No
48100,9620,2025,3.42,5,29,94.23,Yes
48101,9621,2021,2.95,9,29,91.49,Yes
48102,9621,2022,2.90,4,45,96.92,No
48103,9621,2023,3.18,6,47,90.34,Yes
48104,9621,2024,2.89,10,44,89.49,No
48105,9621,2025,3.56,10,31,86.63,No
48106,9622,2021,3.82,1,37,93.39,Yes
48107,9622,2022,3.62,6,21,97.51,Yes
48108,9622,2023,4.03,7,25,96.41,Yes
48109,9622,2024,4.14,1,44,97.90,No
48110,9622,2025,3.98,3,30,92.93,Yes
48111,9623,2021,4.48,5,57,93.44,Yes
48112,9623,2022,4.51,3,58,86.32,Yes
48113,9623,2023,3.94,5,32,90.45,Yes
48114,9623,2024,4.03,1,55,94.94,No
48115,9623,2025,4.55,10,55,88.33,No
48116,9624,2021,3.39,4,76,95.20,No
48117,9624,2022,3.53,2,62,88.19,Yes
48118,9624,2023,3.62,1,61,97.65,No
48119,9624,2024,3.28,4,79,99.48,No
48120,9624,2025,3.38,7,57,86.74,Yes
48121,9625,2021,3.68,2,90,91.30,Yes
48122,9625,2022,3.25,10,89,99.35,Yes
48123,9625,2023,3.22,5,71,90.38,Yes
48124,9625,2024,3.36,7,97,92.98,Yes
48125,9625,2025,3.11,7,89,91.99,Yes
48126,9626,2021,4.32,6,55,89.53,No
48127,9626,2022,4.32,7,71,96.88,No
48128,9626,2023,4.27,4,55,99.87,Yes
48129,9626,2024,4.87,5,53,99.91,Yes
48130,9626,2025,4.43,6,82,89.49,Yes
48131,9627,2021,3.49,2,64,98.68,No
48132,9627,2022,3.47,10,61,88.80,Yes
48133,9627,2023,3.57,5,65,96.11,No
48134,9627,2024,3.15,5,66,86.12,Yes
48135,9627,2025,2.96,3,69,99.44,No
48136,9628,2021,3.13,10,22,96.63,No
48137,9628,2022,3.10,8,29,87.04,No
48138,9628,2023,3.05,5,42,93.69,No
48139,9628,2024,2.72,1,42,95.49,No
48140,9628,2025,2.86,2,50,86.69,Yes
48141,9629,2021,2.86,6,27,94.88,No
48142,9629,2022,3.58,1,42,95.25,Yes
48143,9629,2023,3.18,1,32,89.48,No
48144,9629,2024,2.79,9,26,98.47,Yes
48145,9629,2025,2.90,8,30,91.81,Yes
48146,9630,2021,4.62,8,30,86.15,No
48147,9630,2022,4.59,5,41,87.71,No
48148,9630,2023,4.53,1,30,89.14,Yes
48149,9630,2024,4.57,3,22,95.39,No
48150,9630,2025,4.48,10,41,92.60,Yes
48151,9631,2021,4.39,10,59,99.73,Yes
48152,9631,2022,4.20,10,58,86.66,No
48153,9631,2023,4.52,9,57,91.51,Yes
48154,9631,2024,4.47,9,82,94.23,Yes
48155,9631,2025,4.43,3,75,98.74,No
48156,9632,2021,4.64,10,66,86.61,Yes
48157,9632,2022,4.93,8,60,90.90,Yes
48158,9632,2023,4.37,3,60,89.95,Yes
48159,9632,2024,4.91,8,80,85.15,No
48160,9632,2025,4.66,5,86,89.90,Yes
48161,9633,2021,3.12,2,61,99.67,No
48162,9633,2022,2.61,8,88,98.16,Yes
48163,9633,2023,2.72,9,79,91.00,No
48164,9633,2024,3.36,6,58,98.26,Yes
48165,9633,2025,3.31,2,86,85.48,No
48166,9634,2021,3.83,7,53,89.98,Yes
48167,9634,2022,3.97,5,46,91.55,Yes
48168,9634,2023,4.11,10,60,85.92,No
48169,9634,2024,3.45,1,64,90.74,No
48170,9634,2025,3.72,2,59,92.88,Yes
48171,9635,2021,4.72,4,47,93.68,Yes
48172,9635,2022,4.23,7,29,89.37,No
48173,9635,2023,4.94,7,35,96.04,No
48174,9635,2024,4.75,1,49,98.45,Yes
48175,9635,2025,4.61,7,54,99.51,No
48176,9636,2021,3.00,9,58,94.80,Yes
48177,9636,2022,3.62,1,67,94.22,No
48178,9636,2023,3.47,1,70,90.26,Yes
48179,9636,2024,3.04,10,49,97.99,Yes
48180,9636,2025,3.04,8,65,99.32,Yes
48181,9637,2021,3.72,5,78,91.71,No
48182,9637,2022,4.11,4,73,85.64,Yes
48183,9637,2023,4.33,5,82,98.98,No
48184,9637,2024,4.02,5,64,89.27,Yes
48185,9637,2025,4.07,2,62,88.60,Yes
48186,9638,2021,4.50,4,63,97.37,Yes
48187,9638,2022,4.28,2,57,91.01,No
48188,9638,2023,4.33,1,60,98.69,No
48189,9638,2024,3.97,6,78,97.65,No
48190,9638,2025,4.47,5,54,96.79,No
48191,9639,2021,2.32,1,69,91.57,No
48192,9639,2022,2.50,4,65,88.70,No
48193,9639,2023,2.67,1,56,86.03,No
48194,9639,2024,2.25,5,69,94.00,Yes
48195,9639,2025,2.63,7,49,94.37,Yes
48196,9640,2021,4.03,7,59,89.34,No
48197,9640,2022,4.06,7,60,98.80,No
48198,9640,2023,4.09,5,44,96.36,No
48199,9640,2024,4.51,10,72,88.26,No
48200,9640,2025,4.17,10,64,94.38,No
48201,9641,2021,3.35,6,87,90.83,No
48202,9641,2022,3.03,7,82,86.89,No
48203,9641,2023,3.01,3,71,89.81,No
48204,9641,2024,3.32,5,80,89.89,Yes
48205,9641,2025,3.05,9,65,85.65,Yes
48206,9642,2021,4.20,1,89,94.79,No
48207,9642,2022,4.23,9,83,94.94,Yes
48208,9642,2023,4.47,10,81,89.00,No
48209,9642,2024,4.58,8,72,93.17,Yes
48210,9642,2025,4.81,5,74,90.35,Yes
48211,9643,2021,2.97,1,65,92.49,Yes
48212,9643,2022,3.45,7,65,94.05,No
48213,9643,2023,3.25,1,71,91.20,Yes
48214,9643,2024,3.11,7,68,88.47,Yes
48215,9643,2025,3.34,10,49,95.90,No
48216,9644,2021,3.36,1,61,85.99,Yes
48217,9644,2022,3.11,5,54,87.83,No
48218,9644,2023,3.14,7,61,93.53,No
48219,9644,2024,3.12,3,49,92.91,No
48220,9644,2025,3.12,4,54,93.72,No
48221,9645,2021,3.43,3,23,85.53,No
48222,9645,2022,3.38,1,48,95.75,Yes
48223,9645,2023,3.79,8,26,94.64,No
48224,9645,2024,3.64,2,40,90.49,Yes
48225,9645,2025,3.32,2,51,85.24,Yes
48226,9646,2021,3.95,3,64,97.57,No
48227,9646,2022,4.09,1,54,90.80,Yes
48228,9646,2023,3.64,6,67,90.68,Yes
48229,9646,2024,3.55,8,47,96.18,No
48230,9646,2025,3.98,3,74,93.55,Yes
48231,9647,2021,3.92,7,37,97.42,Yes
48232,9647,2022,3.61,8,60,93.38,Yes
48233,9647,2023,3.98,10,43,90.63,No
48234,9647,2024,3.89,2,40,96.01,Yes
48235,9647,2025,4.20,3,59,97.51,Yes
48236,9648,2021,3.38,6,69,92.97,No
48237,9648,2022,3.59,1,69,93.31,No
48238,9648,2023,3.32,8,92,86.25,Yes
48239,9648,2024,3.15,2,66,90.60,Yes
48240,9648,2025,3.31,9,71,90.72,Yes
48241,9649,2021,2.96,8,79,90.56,No
48242,9649,2022,2.50,7,65,90.47,No
48243,9649,2023,3.04,5,80,87.32,No
48244,9649,2024,2.97,9,88,89.10,Yes
48245,9649,2025,3.07,6,66,97.58,No
48246,9650,2021,3.21,4,35,90.10,Yes
48247,9650,2022,3.12,5,50,90.63,Yes
48248,9650,2023,3.56,8,65,93.76,Yes
48249,9650,2024,3.11,3,40,99.55,No
48250,9650,2025,3.59,3,52,96.35,No
48251,9651,2021,4.60,2,49,91.45,No
48252,9651,2022,3.87,10,34,92.20,No
48253,9651,2023,4.51,2,49,90.61,Yes
48254,9651,2024,4.37,2,29,96.13,No
48255,9651,2025,3.98,2,43,97.56,Yes
48256,9652,2021,4.41,5,60,93.97,Yes
48257,9652,2022,4.43,4,65,92.58,Yes
48258,9652,2023,4.21,6,62,85.60,No
48259,9652,2024,4.35,4,69,90.40,No
48260,9652,2025,3.97,2,69,92.57,No
48261,9653,2021,4.01,9,38,91.17,Yes
48262,9653,2022,3.65,7,39,97.00,Yes
48263,9653,2023,3.79,2,37,87.26,Yes
48264,9653,2024,4.20,2,37,99.41,Yes
48265,9653,2025,4.06,4,32,94.67,No
48266,9654,2021,4.06,9,78,98.68,No
48267,9654,2022,4.26,1,66,93.71,Yes
48268,9654,2023,4.23,4,76,89.94,Yes
48269,9654,2024,4.78,3,74,89.15,No
48270,9654,2025,4.85,10,73,90.60,No
48271,9655,2021,2.51,7,69,97.15,No
48272,9655,2022,2.36,6,41,94.53,No
48273,9655,2023,2.58,5,70,98.57,Yes
48274,9655,2024,2.81,3,42,89.36,No
48275,9655,2025,2.58,9,57,86.30,No
48276,9656,2021,3.53,7,65,94.77,No
48277,9656,2022,3.44,5,62,90.49,No
48278,9656,2023,3.97,7,88,93.30,No
48279,9656,2024,3.96,4,82,97.12,No
48280,9656,2025,3.57,2,84,85.75,Yes
48281,9657,2021,3.71,2,40,89.93,No
48282,9657,2022,3.38,6,23,88.81,No
48283,9657,2023,3.86,1,15,89.09,Yes
48284,9657,2024,3.65,1,20,89.14,Yes
48285,9657,2025,3.99,4,29,91.71,Yes
48286,9658,2021,3.01,1,33,96.41,Yes
48287,9658,2022,2.85,9,60,92.25,Yes
48288,9658,2023,3.19,1,38,97.16,No
48289,9658,2024,3.06,8,47,97.02,Yes
48290,9658,2025,3.46,9,62,85.34,No
48291,9659,2021,3.97,8,69,88.19,Yes
48292,9659,2022,3.50,8,75,89.73,Yes
48293,9659,2023,3.60,7,75,88.83,No
48294,9659,2024,3.85,7,65,96.85,Yes
48295,9659,2025,3.55,1,58,86.99,Yes
48296,9660,2021,4.28,3,42,95.11,No
48297,9660,2022,4.32,4,32,96.55,No
48298,9660,2023,4.13,9,44,94.50,Yes
48299,9660,2024,4.08,6,29,94.23,Yes
48300,9660,2025,4.42,3,41,85.38,Yes
48301,9661,2021,3.64,4,17,87.64,No
48302,9661,2022,4.29,6,31,90.36,No
48303,9661,2023,4.16,5,23,95.55,No
48304,9661,2024,4.05,6,35,94.58,No
48305,9661,2025,4.09,8,35,88.84,Yes
48306,9662,2021,4.63,2,77,93.70,Yes
48307,9662,2022,4.49,1,67,100.00,No
48308,9662,2023,4.20,3,56,92.58,No
48309,9662,2024,4.11,4,56,95.04,No
48310,9662,2025,4.10,7,63,93.31,No
48311,9663,2021,2.94,4,33,87.43,Yes
48312,9663,2022,2.82,10,52,88.92,Yes
48313,9663,2023,2.42,7,43,85.09,No
48314,9663,2024,2.28,8,56,97.09,No
48315,9663,2025,2.35,6,50,95.47,Yes
48316,9664,2021,4.40,6,60,92.65,Yes
48317,9664,2022,3.78,6,76,91.11,No
48318,9664,2023,4.20,6,73,86.59,Yes
48319,9664,2024,4.09,3,55,92.10,Yes
48320,9664,2025,3.83,4,79,95.60,No
48321,9665,2021,4.53,3,61,97.99,Yes
48322,9665,2022,4.12,2,60,96.85,No
48323,9665,2023,3.77,1,66,89.66,Yes
48324,9665,2024,4.26,5,60,85.97,Yes
48325,9665,2025,4.26,3,47,96.68,No
48326,9666,2021,4.08,2,43,86.47,No
48327,9666,2022,4.00,4,30,96.70,No
48328,9666,2023,4.06,2,34,99.78,No
48329,9666,2024,4.45,2,56,94.92,Yes
48330,9666,2025,3.80,2,54,97.30,No
48331,9667,2021,4.62,5,66,99.22,Yes
48332,9667,2022,4.07,9,92,99.85,Yes
48333,9667,2023,4.57,3,74,96.47,No
48334,9667,2024,4.42,6,86,89.76,No
48335,9667,2025,4.47,2,79,99.82,Yes
48336,9668,2021,3.48,9,25,87.24,No
48337,9668,2022,3.00,10,19,87.83,Yes
48338,9668,2023,3.18,2,36,85.86,Yes
48339,9668,2024,3.35,3,30,99.13,Yes
48340,9668,2025,3.30,10,38,93.91,Yes
48341,9669,2021,3.47,9,76,90.09,Yes
48342,9669,2022,3.09,1,61,90.00,Yes
48343,9669,2023,3.35,2,51,94.18,Yes
48344,9669,2024,3.47,8,54,92.20,No
48345,9669,2025,3.14,9,64,90.68,No
48346,9670,2021,2.53,5,71,89.15,No
48347,9670,2022,2.61,8,79,88.28,Yes
48348,9670,2023,3.15,5,73,88.39,No
48349,9670,2024,2.73,6,63,95.29,No
48350,9670,2025,2.76,9,81,99.19,No
48351,9671,2021,3.36,5,62,86.52,No
48352,9671,2022,3.22,8,57,93.46,No
48353,9671,2023,3.22,9,72,97.51,No
48354,9671,2024,3.47,6,56,88.50,No
48355,9671,2025,3.38,2,75,96.41,Yes
48356,9672,2021,3.59,1,34,86.86,No
48357,9672,2022,4.01,3,24,89.39,Yes
48358,9672,2023,3.62,8,39,90.99,No
48359,9672,2024,3.58,4,38,90.25,No
48360,9672,2025,3.70,7,28,96.44,Yes
48361,9673,2021,4.20,1,15,87.50,No
48362,9673,2022,4.18,5,24,94.49,Yes
48363,9673,2023,3.74,7,27,98.32,No
48364,9673,2024,4.11,10,18,88.64,Yes
48365,9673,2025,4.15,10,41,94.33,No
48366,9674,2021,3.56,4,75,87.59,Yes
48367,9674,2022,3.78,9,83,98.48,Yes
48368,9674,2023,3.62,4,67,90.48,No
48369,9674,2024,3.90,1,82,96.46,Yes
48370,9674,2025,3.61,2,68,93.98,Yes
48371,9675,2021,3.55,8,95,90.06,No
48372,9675,2022,3.99,10,91,95.34,Yes
48373,9675,2023,3.30,1,95,88.20,Yes
48374,9675,2024,3.87,6,93,99.31,Yes
48375,9675,2025,3.60,2,97,92.26,Yes
48376,9676,2021,4.40,10,73,89.21,Yes
48377,9676,2022,4.15,1,94,85.01,No
48378,9676,2023,4.64,6,81,91.13,Yes
48379,9676,2024,4.33,9,82,98.57,No
48380,9676,2025,4.48,7,71,99.86,No
48381,9677,2021,2.70,2,63,98.90,Yes
48382,9677,2022,2.99,8,41,94.44,No
48383,9677,2023,2.48,2,42,95.63,Yes
48384,9677,2024,2.86,5,58,89.93,No
48385,9677,2025,2.65,7,58,87.79,Yes
48386,9678,2021,2.73,5,48,88.46,No
48387,9678,2022,2.90,9,35,86.27,No
48388,9678,2023,2.65,4,42,86.82,No
48389,9678,2024,2.99,2,20,93.63,No
48390,9678,2025,2.32,7,46,96.70,No
48391,9679,2021,3.67,2,43,93.05,Yes
48392,9679,2022,3.82,1,54,92.09,No
48393,9679,2023,3.51,8,56,97.73,Yes
48394,9679,2024,3.96,7,42,88.19,Yes
48395,9679,2025,4.08,6,43,87.69,No
48396,9680,2021,3.46,2,38,87.49,No
48397,9680,2022,3.43,8,23,88.70,No
48398,9680,2023,3.63,4,44,97.40,Yes
48399,9680,2024,3.12,3,33,88.61,No
48400,9680,2025,3.39,10,31,86.76,Yes
48401,9681,2021,3.57,8,44,91.02,No
48402,9681,2022,3.48,2,57,98.84,Yes
48403,9681,2023,3.99,5,53,88.32,Yes
48404,9681,2024,3.32,3,45,86.74,No
48405,9681,2025,4.05,6,72,94.66,Yes
48406,9682,2021,3.03,4,80,95.15,No
48407,9682,2022,2.53,6,90,98.50,Yes
48408,9682,2023,2.82,10,70,90.51,No
48409,9682,2024,2.48,2,73,90.51,Yes
48410,9682,2025,2.77,5,92,87.83,Yes
48411,9683,2021,4.58,9,39,88.76,Yes
48412,9683,2022,3.99,5,41,95.45,Yes
48413,9683,2023,4.32,2,40,91.32,No
48414,9683,2024,4.21,10,17,87.36,Yes
48415,9683,2025,4.10,1,23,98.33,No
48416,9684,2021,4.49,2,43,95.53,No
48417,9684,2022,4.01,6,49,99.48,Yes
48418,9684,2023,4.33,4,24,95.24,No
48419,9684,2024,3.97,3,28,93.41,Yes
48420,9684,2025,4.52,5,21,95.58,Yes
48421,9685,2021,2.62,7,55,95.24,No
48422,9685,2022,2.57,2,34,99.97,Yes
48423,9685,2023,2.49,2,31,87.22,No
48424,9685,2024,3.03,5,51,95.37,No
48425,9685,2025,2.49,10,32,94.15,Yes
48426,9686,2021,2.98,10,80,96.01,Yes
48427,9686,2022,2.73,10,75,91.19,No
48428,9686,2023,3.39,8,79,96.46,No
48429,9686,2024,3.08,5,65,89.35,No
48430,9686,2025,3.26,1,69,96.23,No
48431,9687,2021,2.86,6,53,96.37,No
48432,9687,2022,3.36,4,63,91.46,Yes
48433,9687,2023,2.98,4,60,93.70,Yes
48434,9687,2024,2.69,6,50,87.29,Yes
48435,9687,2025,3.14,9,58,88.11,Yes
48436,9688,2021,2.79,9,68,95.95,No
48437,9688,2022,2.80,5,80,98.23,No
48438,9688,2023,2.83,6,77,94.28,Yes
48439,9688,2024,2.70,10,82,88.13,No
48440,9688,2025,3.08,1,66,94.15,Yes
48441,9689,2021,4.18,2,67,99.09,Yes
48442,9689,2022,4.50,8,70,90.77,No
48443,9689,2023,4.47,8,53,93.14,Yes
48444,9689,2024,4.74,9,72,90.84,Yes
48445,9689,2025,4.23,4,62,86.42,Yes
48446,9690,2021,4.23,2,80,99.99,Yes
48447,9690,2022,4.40,8,81,98.13,No
48448,9690,2023,4.77,4,79,90.49,No
48449,9690,2024,4.43,6,57,90.12,Yes
48450,9690,2025,4.93,6,82,90.31,Yes
48451,9691,2021,2.39,8,95,91.25,Yes
48452,9691,2022,2.44,5,80,95.86,No
48453,9691,2023,3.13,3,72,86.57,No
48454,9691,2024,2.74,7,78,88.20,Yes
48455,9691,2025,2.90,1,81,89.51,Yes
48456,9692,2021,3.83,4,48,98.03,Yes
48457,9692,2022,3.47,6,67,94.41,No
48458,9692,2023,3.63,4,65,87.49,Yes
48459,9692,2024,3.51,5,40,90.65,Yes
48460,9692,2025,3.37,2,70,98.56,No
48461,9693,2021,3.48,5,26,88.70,No
48462,9693,2022,4.09,6,38,87.53,Yes
48463,9693,2023,3.89,1,21,87.55,Yes
48464,9693,2024,3.39,2,31,94.53,Yes
48465,9693,2025,3.42,6,29,93.67,Yes
48466,9694,2021,3.23,9,20,94.43,Yes
48467,9694,2022,3.75,10,36,89.42,No
48468,9694,2023,3.61,6,16,89.60,Yes
48469,9694,2024,3.53,7,41,92.91,Yes
48470,9694,2025,3.74,5,19,86.05,Yes
48471,9695,2021,4.86,10,43,99.87,Yes
48472,9695,2022,4.81,2,52,88.24,No
48473,9695,2023,4.64,7,59,86.57,Yes
48474,9695,2024,4.35,8,43,94.46,Yes
48475,9695,2025,4.60,10,55,86.24,Yes
48476,9696,2021,4.07,4,48,90.80,Yes
48477,9696,2022,3.56,4,42,92.78,Yes
48478,9696,2023,3.38,5,59,89.98,No
48479,9696,2024,4.07,6,31,98.65,No
48480,9696,2025,3.62,7,51,87.12,No
48481,9697,2021,3.77,5,90,86.75,No
48482,9697,2022,3.42,7,68,87.19,Yes
48483,9697,2023,3.85,3,88,94.30,Yes
48484,9697,2024,3.80,10,80,93.52,Yes
48485,9697,2025,3.56,9,89,85.28,Yes
48486,9698,2021,4.50,1,71,99.20,No
48487,9698,2022,4.78,1,89,89.70,Yes
48488,9698,2023,4.63,6,84,98.63,Yes
48489,9698,2024,4.53,6,64,98.57,No
48490,9698,2025,4.52,2,65,86.53,Yes
48491,9699,2021,4.36,6,70,97.29,No
48492,9699,2022,3.75,9,46,92.55,Yes
48493,9699,2023,3.70,2,49,85.58,Yes
48494,9699,2024,3.75,3,63,98.22,No
48495,9699,2025,3.90,10,71,85.68,Yes
48496,9700,2021,4.25,4,78,85.70,Yes
48497,9700,2022,4.31,8,85,91.08,Yes
48498,9700,2023,3.96,10,66,94.31,No
48499,9700,2024,3.93,7,76,92.24,Yes
48500,9700,2025,4.41,1,76,90.00,No
48501,9701,2021,3.08,7,21,86.45,Yes
48502,9701,2022,2.99,9,37,91.26,No
48503,9701,2023,3.07,1,44,92.24,No
48504,9701,2024,3.08,3,34,90.00,Yes
48505,9701,2025,3.19,8,38,97.26,No
48506,9702,2021,3.35,4,88,99.60,No
48507,9702,2022,2.98,2,81,92.86,Yes
48508,9702,2023,2.86,8,93,95.95,Yes
48509,9702,2024,3.26,2,77,91.19,No
48510,9702,2025,3.03,1,80,97.89,No
48511,9703,2021,3.30,5,93,89.62,No
48512,9703,2022,3.23,8,78,92.05,Yes
48513,9703,2023,3.13,7,82,87.77,Yes
48514,9703,2024,3.78,7,74,88.13,No
48515,9703,2025,3.49,2,67,88.02,Yes
48516,9704,2021,3.69,1,58,91.43,No
48517,9704,2022,3.07,10,66,93.50,Yes
48518,9704,2023,3.52,5,38,91.39,Yes
48519,9704,2024,2.92,1,44,97.41,Yes
48520,9704,2025,3.38,5,64,91.37,Yes
48521,9705,2021,4.27,4,45,85.22,Yes
48522,9705,2022,4.48,3,65,91.81,Yes
48523,9705,2023,4.74,9,41,87.31,No
48524,9705,2024,4.60,8,47,89.38,No
48525,9705,2025,4.87,8,64,90.41,No
48526,9706,2021,4.40,9,33,96.08,No
48527,9706,2022,4.36,7,20,86.23,Yes
48528,9706,2023,3.95,1,45,96.97,Yes
48529,9706,2024,3.74,7,38,93.29,No
48530,9706,2025,4.02,3,16,85.37,No
48531,9707,2021,4.38,3,60,86.12,Yes
48532,9707,2022,4.49,2,43,87.65,No
48533,9707,2023,4.58,3,56,90.45,Yes
48534,9707,2024,4.58,9,41,97.00,No
48535,9707,2025,4.14,3,57,88.18,Yes
48536,9708,2021,3.15,7,50,85.11,No
48537,9708,2022,2.79,6,48,93.49,Yes
48538,9708,2023,3.02,2,27,87.43,Yes
48539,9708,2024,2.43,4,31,97.27,Yes
48540,9708,2025,2.88,8,26,96.39,No
48541,9709,2021,4.01,5,33,87.02,Yes
48542,9709,2022,3.98,9,33,85.51,Yes
48543,9709,2023,3.32,1,36,97.61,No
48544,9709,2024,3.80,2,43,91.15,Yes
48545,9709,2025,3.58,5,37,99.12,Yes
48546,9710,2021,4.03,9,84,93.71,Yes
48547,9710,2022,4.23,9,75,88.83,No
48548,9710,2023,4.16,8,68,92.45,No
48549,9710,2024,4.32,3,63,95.11,No
48550,9710,2025,4.07,7,63,97.62,No
48551,9711,2021,2.95,6,58,93.58,Yes
48552,9711,2022,2.91,5,58,94.66,Yes
48553,9711,2023,3.11,2,42,96.54,No
48554,9711,2024,2.67,9,55,93.80,No
48555,9711,2025,2.63,3,40,97.47,Yes
48556,9712,2021,2.43,10,58,89.89,Yes
48557,9712,2022,2.88,1,69,87.06,Yes
48558,9712,2023,2.42,1,49,94.32,No
48559,9712,2024,2.38,10,73,99.72,No
48560,9712,2025,2.57,2,51,97.10,Yes
48561,9713,2021,3.20,2,25,88.08,Yes
48562,9713,2022,3.58,1,22,95.81,No
48563,9713,2023,3.65,5,17,98.88,Yes
48564,9713,2024,3.05,7,38,87.64,Yes
48565,9713,2025,3.56,4,40,96.72,Yes
48566,9714,2021,4.35,8,75,92.47,Yes
48567,9714,2022,4.30,6,75,85.50,No
48568,9714,2023,4.02,3,53,91.88,No
48569,9714,2024,4.11,6,56,93.80,Yes
48570,9714,2025,4.46,8,50,95.67,No
48571,9715,2021,3.19,7,75,96.60,Yes
48572,9715,2022,3.07,6,85,91.39,No
48573,9715,2023,3.50,7,85,99.64,Yes
48574,9715,2024,3.36,3,75,94.19,Yes
48575,9715,2025,3.31,6,79,96.15,Yes
48576,9716,2021,2.86,9,73,87.85,No
48577,9716,2022,2.70,2,71,94.62,No
48578,9716,2023,2.57,10,50,98.82,No
48579,9716,2024,2.43,1,73,90.40,Yes
48580,9716,2025,2.67,8,57,85.95,No
